time_s,TA_mean,TA_se,TAFC_mean,TAFC_se
0,0.72626582278481,0.0064426034101737,0.806962025316456,0.00680273220360867
0.72,0.725316455696203,0.00486798541295978,0.80253164556962,0.00858522782674085
1.44,0.712025316455696,0.00632078065654718,0.792405063291139,0.00887502420828879
2.16,0.693987341772152,0.00520040448577891,0.774050632911393,0.00775290962068458
2.88,0.649367088607595,0.00681666431282848,0.712025316455696,0.00958208882133823
3.6,0.633227848101266,0.00717932047326004,0.713291139240506,0.0114799728779855
4.32,0.662025316455696,0.00710441275969736,0.719620253164557,0.00758799371745721
5.04,0.654113924050633,0.00511868021781639,0.720253164556962,0.00648703709006495
5.76,0.656645569620253,0.00615816776453376,0.70126582278481,0.00853597195365595
6.48,0.678164556962025,0.00733618466882281,0.739873417721519,0.00754340725013667
7.2,0.699367088607595,0.00678721854098962,0.781012658227848,0.006999776516727
7.92,0.663607594936709,0.00616501112573913,0.742405063291139,0.00802023726604929
8.64,0.625632911392405,0.00670557598114465,0.694303797468355,0.0119125821298581
9.36,0.630063291139241,0.004997806887953,0.662658227848101,0.00942233917154413
10.08,0.631012658227848,0.00569990256615827,0.693670886075949,0.00766126929325252
10.8,0.60126582278481,0.00509235495973297,0.638607594936709,0.00960845554530392
11.52,0.630696202531646,0.00796980435109181,0.669620253164557,0.00875544148453411
12.24,0.640506329113924,0.0069423135641406,0.700632911392405,0.0084303477360831
12.96,0.654430379746835,0.00787834536927088,0.709493670886076,0.00776377946075186
13.68,0.634493670886076,0.00544983152882356,0.710126582278481,0.0103449148258022
14.4,0.687658227848101,0.00572159194708601,0.758860759493671,0.00720021354410742
15.12,0.731962025316456,0.00593856660645418,0.819620253164557,0.00692559056838501
15.84,0.724367088607595,0.00871773549252671,0.818987341772152,0.00932449758641844
16.56,0.675632911392405,0.00585994212697565,0.739873417721519,0.0117054841449911
17.28,0.67373417721519,0.00821983671876853,0.734177215189874,0.00936510773660524
18,0.719936708860759,0.00481299661914123,0.781645569620254,0.00745343420926914
18.72,0.754746835443038,0.00366970851107464,0.845569620253164,0.00473627517313157
19.44,0.808227848101266,0.00611048093144093,0.894936708860759,0.0076337007645055
20.16,0.821518987341772,0.00487231443596998,0.913291139240506,0.0047959924181495
20.88,0.813924050632911,0.0046690269631947,0.910126582278481,0.00526737280523437
21.6,0.793670886075949,0.00559349253792201,0.882911392405063,0.00674046332165453
22.32,0.75253164556962,0.00586039183666719,0.839873417721519,0.00924160142452795
23.04,0.737025316455696,0.00640321379579935,0.809493670886076,0.00748730080188916
23.76,0.758860759493671,0.00451989141047016,0.823417721518987,0.00523324043216616
24.48,0.733227848101266,0.00876356467306154,0.822151898734177,0.00986824887336899
25.2,0.693670886075949,0.00601134317117189,0.787974683544304,0.00810391986838696
25.92,0.675632911392405,0.00573263572499388,0.779746835443038,0.00742651362896934
26.64,0.730379746835443,0.00738095176562696,0.812658227848101,0.00824448684040572
27.36,0.808227848101266,0.00435841427225388,0.856962025316456,0.00559349253792201
28.08,0.824367088607595,0.00479104441066911,0.889240506329114,0.0051846710247413
28.8,0.828164556962025,0.00411392405063291,0.899367088607595,0.00605502448374469
