time_s,TA_mean,TA_se,TAFC_mean,TAFC_se
0,0.724683544303798,0.00599553999251276,0.786708860759494,0.00981684023780642
0.72,0.70506329113924,0.0064837862569417,0.783544303797469,0.00608454865599837
1.44,0.69873417721519,0.00666022621576612,0.776582278481013,0.00822784810126582
2.16,0.709810126582278,0.00428954315404376,0.79746835443038,0.00580799326254587
2.88,0.717721518987342,0.00581524872229233,0.820253164556962,0.00720753009263079
3.6,0.734810126582279,0.00580617798096925,0.834177215189873,0.0068659717497631
4.32,0.733544303797468,0.00636068077286133,0.815189873417722,0.00590875902695316
5.04,0.70253164556962,0.00593368309853214,0.782278481012659,0.00577888033103303
5.76,0.679113924050633,0.00387169299689751,0.720253164556962,0.0103449148258022
6.48,0.697151898734177,0.00649799664494447,0.74493670886076,0.00968712513206481
7.2,0.731645569620253,0.00677011245262633,0.801898734177215,0.00582792404203464
7.92,0.773101265822785,0.00541879468472294,0.846202531645569,0.00604108082796934
8.64,0.815822784810127,0.00463503699195028,0.908227848101266,0.00756573332855397
9.36,0.837025316455696,0.00451930831153069,0.916455696202532,0.00583696098968941
10.08,0.812341772151899,0.00486527781754871,0.913291139240506,0.00657580525240935
10.8,0.749683544303797,0.00590652854896536,0.861392405063291,0.00737380729413789
11.52,0.712974683544304,0.00490842011890321,0.788607594936709,0.0058873115549941
12.24,0.69620253164557,0.00519482709916534,0.750632911392405,0.009591984836299
12.96,0.705696202531646,0.00615174519949989,0.785443037974684,0.00973921849515735
13.68,0.719620253164557,0.00562543950463012,0.821518987341772,0.0068659717497631
14.4,0.740506329113924,0.00655814774274469,0.818987341772152,0.00954792403909591
15.12,0.740189873417721,0.00491271351147469,0.839873417721519,0.00848021713134315
15.84,0.752215189873418,0.00575832217149072,0.84746835443038,0.0082380913023705
16.56,0.764873417721519,0.00560995855098705,0.874683544303797,0.00399233531421149
17.28,0.776582278481013,0.00593545938448677,0.862025316455696,0.00967078840932786
18,0.741455696202532,0.00664239637446152,0.817088607594937,0.00546962195688075
18.72,0.755696202531646,0.00462365147489697,0.828481012658228,0.00598498135797458
19.44,0.804113924050633,0.00528485500665118,0.884177215189873,0.00657580525240935
20.16,0.816455696202532,0.00386896932930969,0.909493670886076,0.0047959924181495
20.88,0.808860759493671,0.00383063464662626,0.918987341772152,0.00453618774964669
21.6,0.781962025316456,0.00429445531500514,0.9,0.00526737280523437
22.32,0.773101265822785,0.0053601162396536,0.845569620253164,0.0032597281339707
23.04,0.764873417721519,0.00575832217149072,0.851898734177215,0.00630240868289528
23.76,0.820569620253165,0.00393046583986531,0.923417721518987,0.00665230774165986
24.48,0.845253164556962,0.00313022684597622,0.927848101265823,0.00503824585224641
25.2,0.834177215189873,0.00555946624526485,0.907594936708861,0.00643482668710842
25.92,0.826582278481013,0.00524330243036669,0.904430379746835,0.00405261027685624
26.64,0.849367088607595,0.00460537610110488,0.90379746835443,0.00471843603187896
27.36,0.842088607594937,0.00390895098327662,0.915822784810126,0.0047959924181495
28.08,0.847151898734177,0.00419009078982296,0.932278481012658,0.00470725223793064
28.8,0.828164556962025,0.00559113629175069,0.926582278481012,0.00532311375228199
