time_s,TA_mean,TA_se,TAFC_mean,TAFC_se
0,0.789873417721519,0.00620463872624663,0.867088607594936,0.0054715488979153
0.72,0.809810126582279,0.00565114685242625,0.868987341772152,0.00688896312479873
1.44,0.77373417721519,0.00456572091091786,0.845569620253165,0.00653237888967636
2.16,0.660443037974684,0.00441070629544853,0.727215189873418,0.00883096733249116
2.88,0.637341772151899,0.00611048093144093,0.7,0.00972296930109951
3.6,0.724683544303797,0.00767638978203174,0.808860759493671,0.00820860764753755
4.32,0.762025316455696,0.00473627517313157,0.828481012658228,0.00576975241452957
5.04,0.783544303797468,0.00467354028175765,0.831645569620253,0.00595850291507955
5.76,0.741139240506329,0.00523324043216616,0.792405063291139,0.00590875902695316
6.48,0.691455696202531,0.0048566033683622,0.75,0.00789305002261224
7.2,0.656329113924051,0.00673420476568879,0.70126582278481,0.00863420271249695
7.92,0.628481012658228,0.00556893884754266,0.691139240506329,0.0089695425738775
8.64,0.625949367088608,0.00690119387233293,0.667088607594937,0.00972296930109951
9.36,0.659177215189873,0.00631702709969154,0.715189873417722,0.00652592077747999
10.08,0.685126582278481,0.00463446838040524,0.748101265822785,0.00635570695682151
10.8,0.685443037974683,0.00531716945813046,0.735443037974684,0.0106264058014558
11.52,0.670569620253165,0.00745308062240923,0.720886075949367,0.00818674713563013
12.24,0.70126582278481,0.0059972979576561,0.759493670886076,0.00789972490754518
12.96,0.745569620253165,0.00688130786837837,0.790506329113924,0.00858891063001028
13.68,0.736075949367089,0.00430976973246415,0.795569620253165,0.00676543964927245
14.4,0.740189873417721,0.00419511940344151,0.806329113924051,0.00852113967146224
15.12,0.734493670886076,0.0052648706090905,0.829113924050633,0.00725999157818233
15.84,0.691455696202531,0.00612383624817161,0.755696202531646,0.00857048078838124
16.56,0.671518987341772,0.00666813528661566,0.724683544303798,0.00903861662306138
17.28,0.65253164556962,0.00693167632577054,0.721518987341772,0.00993319678064424
18,0.675632911392405,0.00608931117390944,0.742405063291139,0.00937748131537305
18.72,0.683860759493671,0.0058166081134487,0.74746835443038,0.00849015585978342
19.44,0.692721518987342,0.0079326828780855,0.748101265822785,0.00984364907093745
20.16,0.713924050632911,0.00729764588641552,0.775316455696203,0.0091775023502593
20.88,0.699367088607595,0.00803861727406719,0.792405063291139,0.0115212200689926
21.6,0.687658227848101,0.007604299691716,0.74746835443038,0.00892595223572336
22.32,0.688291139240506,0.00764025729734744,0.738607594936709,0.00905725777021165
23.04,0.711075949367089,0.00628356360328397,0.758860759493671,0.00645935285918136
23.76,0.718354430379747,0.00436807817385756,0.784177215189874,0.00677789329929563
24.48,0.699367088607595,0.0056141848628039,0.762025316455696,0.008141555378104
25.2,0.672151898734177,0.00446592762676035,0.724683544303798,0.00903861662306138
25.92,0.665822784810127,0.00663167545991421,0.718987341772152,0.00839651845659595
26.64,0.70506329113924,0.00749433707898175,0.75253164556962,0.00938647003664633
27.36,0.737974683544304,0.00518263742159394,0.796835443037975,0.00754340725013668
28.08,0.768354430379747,0.00545997705084567,0.812025316455696,0.00872528972653333
28.8,0.768987341772152,0.00436807817385756,0.814556962025317,0.00786093167973061
