Contrast,PeakTA,PeakTA_t,PeakTAFC,PeakTAFC_t
loss_vs_neut,0.771671182619765,6.48,0.859759717952888,5.76
loss_vs_win,0.6323556823481,0,0.732608671586408,5.04
neut_vs_win,0.819080647250348,5.76,0.897122755177308,5.76
